Nome Parlamentar;Partido;UF;Titular/Suplente/Efetivado;Endereço;Anexo;Endereço (continuação);Gabinete;Endereço (complemento);Telefone;Fax;Mês Aniversário;Dia Aniversário;Correio Eletrônico;Nome sem Acento;Tratamento;Nome Civil
Júnior Ferrari;PSD;PA;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;930;Brasília - DF - CEP 70160-900;3215-5930;3215-2930;07;13;dep.juniorferrari@camara.leg.br;Junior Ferrari;Exmo. Senhor Deputado;JOÃO FERRARI JÚNIOR
Junior Lourenço;PL;MA;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;513;Brasília - DF - CEP 70160-900;3215-5513;3215-2513;10;18;dep.juniorlourenco@camara.leg.br;Junior Lourenco;Exmo. Senhor Deputado;JOSE LOURENÇO BOMFIM JUNIOR
Keniston Braga;MDB;PA;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;707;Brasília - DF - CEP 70160-900;3215-5707;3215-2707;06;02;dep.kenistonbraga@camara.leg.br;Keniston Braga;Exmo. Senhor Deputado;KENISTON DE JESUS REGO BRAGA
Kiko Celeguim;PT;SP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;337;Brasília - DF - CEP 70160-900;3215-5337;3215-2337;05;05;dep.kikoceleguim@camara.leg.br;Kiko Celeguim;Exmo. Senhor Deputado;FRANCISCO DANIEL CELEGUIM DE MORAIS
Kim Kataguiri;UNIÃO;SP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;744;Brasília - DF - CEP 70160-900;3215-5744;3215-2744;01;28;dep.kimkataguiri@camara.leg.br;Kim Kataguiri;Exmo. Senhor Deputado;KIM PATROCA KATAGUIRI
Lafayette de Andrada;REPUBLICANOS;MG;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;208;Brasília - DF - CEP 70160-900;3215-5208;3215-2208;10;17;dep.lafayettedeandrada@camara.leg.br;Lafayette de Andrada;Exmo. Senhor Deputado;LAFAYETTE LUIZ DOORGAL DE ANDRADA
Laura Carneiro;PSD;RJ;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;210;Brasília - DF - CEP 70160-900;3215-5210;3215-2210;05;01;dep.lauracarneiro@camara.leg.br;Laura Carneiro;Exma. Senhora Deputada;MARIA LAURA MONTEZA DE SOUZA CARNEIRO
Lázaro Botelho;PP;TO;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;530;Brasília - DF - CEP 70160-900;3215-5530;3215-2530;02;11;dep.lazarobotelho@camara.leg.br;Lazaro Botelho;Exmo. Senhor Deputado;LÁZARO BOTELHO MARTINS
Lebrão;UNIÃO;RO;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;503;Brasília - DF - CEP 70160-900;3215-5503;3215-2503;03;10;dep.lebrao@camara.leg.br;Lebrao;Exmo. Senhor Deputado;JOSE EURIPEDES CLEMENTE
Lêda Borges;PSDB;GO;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;742;Brasília - DF - CEP 70160-900;3215-5742;3215-2742;11;02;dep.ledaborges@camara.leg.br;Leda Borges;Exma. Senhora Deputada;Lêda Borges de Moura
Leo Prates;PDT;BA;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;646;Brasília - DF - CEP 70160-900;3215-5646;3215-2646;04;05;dep.leoprates@camara.leg.br;Leo Prates;Exmo. Senhor Deputado;LEONARDO SILVA PRATES
Leonardo Monteiro;PT;MG;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;922;Brasília - DF - CEP 70160-900;3215-5922;3215-2922;10;09;dep.leonardomonteiro@camara.leg.br;Leonardo Monteiro;Exmo. Senhor Deputado;JOSÉ LEONARDO COSTA MONTEIRO
Leônidas Cristino;PDT;CE;S;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;948;Brasília - DF - CEP 70160-900;3215-5948;3215-2948;06;03;dep.leonidascristino@camara.leg.br;Leonidas Cristino;Exmo. Senhor Deputado;JOSÉ LEÔNIDAS DE MENEZES CRISTINO
Leur Lomanto Júnior;UNIÃO;BA;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;406;Brasília - DF - CEP 70160-900;3215-5406;3215-2406;10;28;dep.leurlomantojunior@camara.leg.br;Leur Lomanto Junior;Exmo. Senhor Deputado;LEUR ANTONIO DE BRITTO LOMANTO JUNIOR
Lídice da Mata;PSB;BA;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;913;Brasília - DF - CEP 70160-900;3215-5913;3215-2913;03;12;dep.lidicedamata@camara.leg.br;Lidice da Mata;Exma. Senhora Deputada;LÍDICE DA MATA E SOUZA
Lincoln Portela;PL;MG;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;615;Brasília - DF - CEP 70160-900;3215-5615;3215-2615;11;03;dep.lincolnportela@camara.leg.br;Lincoln Portela;Exmo. Senhor Deputado;LINCOLN DINIZ PORTELA
Lindbergh Farias;PT;RJ;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;227;Brasília - DF - CEP 70160-900;3215-5227;3215-2227;12;08;dep.lindberghfarias@camara.leg.br;Lindbergh Farias;Exmo. Senhor Deputado;LUIZ LINDBERGH FARIAS FILHO
Lucas Ramos;PSB;PE;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;315;Brasília - DF - CEP 70160-900;3215-5315;3215-2315;02;14;dep.lucasramos@camara.leg.br;Lucas Ramos;Exmo. Senhor Deputado;LUCAS CAVALCANTI RAMOS
Lucas Redecker;PSDB;RS;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;905;Brasília - DF - CEP 70160-900;3215-5905;3215-2905;05;26;dep.lucasredecker@camara.leg.br;Lucas Redecker;Exmo. Senhor Deputado;LUCAS BELLO REDECKER
Luciano Alves;PSD;PR;S;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;635;Brasília - DF - CEP 70160-900;3215-5635;3215-2635;01;08;dep.lucianoalves@camara.leg.br;Luciano Alves;Exmo. Senhor Deputado;LUCIANO ALVES DOS SANTOS
Luciano Amaral;PV;AL;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;409;Brasília - DF - CEP 70160-900;3215-5409;3215-2409;06;27;dep.lucianoamaral@camara.leg.br;Luciano Amaral;Exmo. Senhor Deputado;LUCIANO SURUAGY DO AMARAL FILHO
Luciano Bivar;UNIÃO;PE;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;215;Brasília - DF - CEP 70160-900;3215-5215;3215-2215;11;29;dep.lucianobivar@camara.leg.br;Luciano Bivar;Exmo. Senhor Deputado;LUCIANO CALDAS BIVAR
Luciano Ducci;PSB;PR;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;427;Brasília - DF - CEP 70160-900;3215-5427;3215-2427;03;23;dep.lucianoducci@camara.leg.br;Luciano Ducci;Exmo. Senhor Deputado;LUCIANO DUCCI
Luciano Vieira;REPUBLICANOS;RJ;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;329;Brasília - DF - CEP 70160-900;3215-5329;3215-2329;04;26;dep.lucianovieira@camara.leg.br;Luciano Vieira;Exmo. Senhor Deputado;LUCIANO VIEIRA MENDES
Lucio Mosquini;MDB;RO;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;918;Brasília - DF - CEP 70160-900;3215-5918;3215-2918;07;23;dep.luciomosquini@camara.leg.br;Lucio Mosquini;Exmo. Senhor Deputado;LUCIO ANTONIO MOSQUINI
Luis Carlos Gomes;REPUBLICANOS;RJ;S;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;438;Brasília - DF - CEP 70160-900;3215-5438;3215-2438;05;05;dep.luiscarlosgomes@camara.leg.br;Luis Carlos Gomes;Exmo. Senhor Deputado;LUIS CARLOS GOMES DA SILVA
Luis Tibé;AVANTE;MG;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;632;Brasília - DF - CEP 70160-900;3215-5632;3215-2632;07;23;dep.luistibe@camara.leg.br;Luis Tibe;Exmo. Senhor Deputado;LUIS HENRIQUE DE OLIVEIRA RESENDE
Luisa Canziani;PSD;PR;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;842;Brasília - DF - CEP 70160-900;3215-5842;3215-2842;04;11;dep.luisacanziani@camara.leg.br;Luisa Canziani;Exma. Senhora Deputada;LUISA CANZIANI DOS SANTOS SILVEIRA
Luiz Carlos Busato;UNIÃO;RS;T;Câmara dos Deputados, Edifício Anexo;3;, gabinete nº;570;Brasília - DF - CEP 70160-900;3215-5570;3215-2570;11;06;dep.luizcarlosbusato@camara.leg.br;Luiz Carlos Busato;Exmo. Senhor Deputado;LUIZ CARLOS GHIORZZI BUSATO
Luiz Carlos Hauly;PODE;PR;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;421;Brasília - DF - CEP 70160-900;3215-5421;3215-2421;10;08;dep.luizcarloshauly@camara.leg.br;Luiz Carlos Hauly;Exmo. Senhor Deputado;LUIZ CARLOS JORGE HAULY
Luiz Carlos Motta;PL;SP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;818;Brasília - DF - CEP 70160-900;3215-5818;3215-2818;04;24;dep.luizcarlosmotta@camara.leg.br;Luiz Carlos Motta;Exmo. Senhor Deputado;LUIZ CARLOS MOTTA
Luiz Couto;PT;PB;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;442;Brasília - DF - CEP 70160-900;3215-5442;3215-2442;02;13;dep.luizcouto@camara.leg.br;Luiz Couto;Exmo. Senhor Deputado;LUIZ ALBUQUERQUE COUTO
Luiz Fernando Faria;PSD;MG;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;916;Brasília - DF - CEP 70160-900;3215-5916;3215-2916;09;12;dep.luizfernandofaria@camara.leg.br;Luiz Fernando Faria;Exmo. Senhor Deputado;LUIZ FERNANDO RAMOS FARIA
Luiz Gastão;PSD;CE;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;709;Brasília - DF - CEP 70160-900;3215-5709;3215-2709;08;19;dep.luizgastao@camara.leg.br;Luiz Gastao;Exmo. Senhor Deputado;LUIZ GASTÃO BITTENCOURT DA SILVA
Luiz Lima;PL;RJ;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;504;Brasília - DF - CEP 70160-900;3215-5504;3215-2504;12;10;dep.luizlima@camara.leg.br;Luiz Lima;Exmo. Senhor Deputado;LUIZ EDUARDO CARNEIRO DA SILVA DE SOUZA LIMA
Luiz Nishimori;PSD;PR;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;907;Brasília - DF - CEP 70160-900;3215-5907;3215-2907;04;09;dep.luiznishimori@camara.leg.br;Luiz Nishimori;Exmo. Senhor Deputado;LUIZ HILOSHI NISHIMORI
Luiz Philippe de Orleans e Bragança;PL;SP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;719;Brasília - DF - CEP 70160-900;3215-5719;3215-2719;04;03;dep.luizphilippedeorleansebraganca@camara.leg.br;Luiz Philippe de Orleans e Braganca;Exmo. Senhor Deputado;LUIZ PHILIPPE DE ORLEANS BRAGANÇA
Luiza Erundina;PSOL;SP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;620;Brasília - DF - CEP 70160-900;3215-5620;3215-2620;11;30;dep.luizaerundina@camara.leg.br;Luiza Erundina;Exma. Senhora Deputada;LUIZA ERUNDINA DE SOUSA
Luizianne Lins;PT;CE;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;713;Brasília - DF - CEP 70160-900;3215-5713;3215-2713;11;18;dep.luiziannelins@camara.leg.br;Luizianne Lins;Exma. Senhora Deputada;LUIZIANNE DE OLIVEIRA LINS
Lula da Fonte;PP;PE;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;626;Brasília - DF - CEP 70160-900;3215-5626;3215-2626;12;08;dep.luladafonte@camara.leg.br;Lula da Fonte;Exmo. Senhor Deputado;LUIZ EDUARDO DE QUEIROZ CAMPOS DA FONTE ALBUQUERQUE
Magda Mofatto;PRD;GO;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;934;Brasília - DF - CEP 70160-900;3215-5934;3215-2934;10;26;dep.magdamofatto@camara.leg.br;Magda Mofatto;Exma. Senhora Deputada;MAGDA MOFATTO HON
Marangoni;UNIÃO;SP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;609;Brasília - DF - CEP 70160-900;3215-5609;3215-2609;01;22;dep.marangoni@camara.leg.br;Marangoni;Exmo. Senhor Deputado;FERNANDO JOSE DE SOUZA MARANGONI
Marcel van Hattem;NOVO;RS;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;958;Brasília - DF - CEP 70160-900;3215-5958;3215-2958;11;08;dep.marcelvanhattem@camara.leg.br;Marcel van Hattem;Exmo. Senhor Deputado;MARCEL VAN HATTEM
Marcelo Álvaro Antônio;PL;MG;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;824;Brasília - DF - CEP 70160-900;3215-5824;3215-2824;02;16;dep.marceloalvaroantonio@camara.leg.br;Marcelo Alvaro Antonio;Exmo. Senhor Deputado;MARCELO HENRIQUE TEIXEIRA DIAS
Marcelo Calero;PSD;RJ;S;Câmara dos Deputados, Edifício Anexo;3;, gabinete nº;576;Brasília - DF - CEP 70160-900;3215-5576;3215-2576;07;07;dep.marcelocalero@camara.leg.br;Marcelo Calero;Exmo. Senhor Deputado;MARCELO CALERO FARIA GARCIA
Marcelo Crivella;REPUBLICANOS;RJ;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;218;Brasília - DF - CEP 70160-900;3215-5218;3215-2218;10;09;dep.marcelocrivella@camara.leg.br;Marcelo Crivella;Exmo. Senhor Deputado;MARCELO BEZERRA  CRIVELLA
Marcelo Moraes;PL;RS;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;258;Brasília - DF - CEP 70160-900;3215-5258;3215-2258;08;07;dep.marcelomoraes@camara.leg.br;Marcelo Moraes;Exmo. Senhor Deputado;MARCELO PIRES MORAES
Marcelo Queiroz;PP;RJ;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;929;Brasília - DF - CEP 70160-900;3215-5929;3215-2929;11;03;dep.marceloqueiroz@camara.leg.br;Marcelo Queiroz;Exmo. Senhor Deputado;MARCELO ANDRE CID HERACLITO DO PORTO QUEIROZ
Marcio Alvino;PL;SP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;331;Brasília - DF - CEP 70160-900;3215-5331;3215-2331;06;14;dep.marcioalvino@camara.leg.br;Marcio Alvino;Exmo. Senhor Deputado;MARCIO LUIZ ALVINO DE SOUZA
Márcio Biolchi;MDB;RS;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;843;Brasília - DF - CEP 70160-900;3215-5843;3215-2843;05;23;dep.marciobiolchi@camara.leg.br;Marcio Biolchi;Exmo. Senhor Deputado;MARCIO DELLA VALLE BIOLCHI
Márcio Honaiser;PDT;MA;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;643;Brasília - DF - CEP 70160-900;3215-5643;3215-2643;04;04;dep.marciohonaiser@camara.leg.br;Marcio Honaiser;Exmo. Senhor Deputado;MARCIO JOSE HONAISER
Márcio Jerry;PCdoB;MA;T;Câmara dos Deputados, Edifício Anexo;3;, gabinete nº;195;Brasília - DF - CEP 70160-900;3215-5195;3215-2195;11;14;dep.marciojerry@camara.leg.br;Marcio Jerry;Exmo. Senhor Deputado;MÁRCIO JERRY SARAIVA BARROSO
Márcio Marinho;REPUBLICANOS;BA;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;326;Brasília - DF - CEP 70160-900;3215-5326;3215-2326;12;12;dep.marciomarinho@camara.leg.br;Marcio Marinho;Exmo. Senhor Deputado;MÁRCIO CARLOS MARINHO
Marco Brasil;PP;PR;S;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;412;Brasília - DF - CEP 70160-900;3215-5412;3215-2412;01;28;dep.marcobrasil@camara.leg.br;Marco Brasil;Exmo. Senhor Deputado;MARCO AURELIO RIBEIRO
Marcon;PT;RS;T;Câmara dos Deputados, Edifício Anexo;3;, gabinete nº;196;Brasília - DF - CEP 70160-900;3215-5196;3215-2196;09;21;dep.marcon@camara.leg.br;Marcon;Exmo. Senhor Deputado;DIONILSO MATEUS MARCON
Marcos Aurélio Sampaio;PSD;PI;T;Câmara dos Deputados, Edifício Anexo;3;, gabinete nº;771;Brasília - DF - CEP 70160-900;3215-5771;3215-2771;09;19;dep.marcosaureliosampaio@camara.leg.br;Marcos Aurelio Sampaio;Exmo. Senhor Deputado;MARCOS AURÉLIO  PÁDUA RIBEIRO GONÇALVES DE SAMPAIO
Marcos Pereira;REPUBLICANOS;SP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;523;Brasília - DF - CEP 70160-900;3215-5523;3215-2523;04;04;dep.marcospereira@camara.leg.br;Marcos Pereira;Exmo. Senhor Deputado;MARCOS ANTONIO PEREIRA
Marcos Pollon;PL;MS;T;Câmara dos Deputados, Edifício Anexo;3;, gabinete nº;473;Brasília - DF - CEP 70160-900;3215-5473;3215-2473;01;19;dep.marcospollon@camara.leg.br;Marcos Pollon;Exmo. Senhor Deputado;MARCOS SBOROWSKI POLLON
Marcos Soares;UNIÃO;RJ;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;310;Brasília - DF - CEP 70160-900;3215-5310;3215-2310;05;16;dep.marcossoares@camara.leg.br;Marcos Soares;Exmo. Senhor Deputado;MARCOS BEZERRA RIBEIRO SOARES
Marcos Tavares;PDT;RJ;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;611;Brasília - DF - CEP 70160-900;3215-5611;3215-2611;01;28;dep.marcostavares@camara.leg.br;Marcos Tavares;Exmo. Senhor Deputado;MARCOS PAULO BARBOSA TAVARES
Maria Arraes;SOLIDARIEDADE;PE;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;654;Brasília - DF - CEP 70160-900;3215-5654;3215-2654;02;24;dep.mariaarraes@camara.leg.br;Maria Arraes;Exma. Senhora Deputada;MARIA LEAL ARRAES DE ALENCAR
Maria do Rosário;PT;RS;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;312;Brasília - DF - CEP 70160-900;3215-5312;3215-2312;11;22;dep.mariadorosario@camara.leg.br;Maria do Rosario;Exma. Senhora Deputada;MARIA DO ROSÁRIO NUNES
Maria Rosas;REPUBLICANOS;SP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;436;Brasília - DF - CEP 70160-900;3215-5436;3215-2436;10;01;dep.mariarosas@camara.leg.br;Maria Rosas;Exma. Senhora Deputada;MARIA DO PARTO MENDES ROSAS
Mario Frias;PL;SP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;826;Brasília - DF - CEP 70160-900;3215-5826;3215-2826;10;09;dep.mariofrias@camara.leg.br;Mario Frias;Exmo. Senhor Deputado;MARIO LUIS FRIAS
Mário Heringer;PDT;MG;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;211;Brasília - DF - CEP 70160-900;3215-5211;3215-2211;09;30;dep.marioheringer@camara.leg.br;Mario Heringer;Exmo. Senhor Deputado;MÁRIO LÚCIO HERINGER
Mário Negromonte Jr.;PP;BA;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;424;Brasília - DF - CEP 70160-900;3215-5424;3215-2424;08;31;dep.marionegromontejr@camara.leg.br;Mario Negromonte Jr.;Exmo. Senhor Deputado;MARIO S. M. NEGROMONTE JR.
Marreca Filho;PRD;MA;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;537;Brasília - DF - CEP 70160-900;3215-5537;3215-2537;04;25;dep.marrecafilho@camara.leg.br;Marreca Filho;Exmo. Senhor Deputado;ANTONIO DA CRUZ FILGUEIRA NETO
Marussa Boldrin;MDB;GO;T;Câmara dos Deputados, Edifício Anexo;3;, gabinete nº;574;Brasília - DF - CEP 70160-900;3215-5574;3215-2574;06;25;dep.marussaboldrin@camara.leg.br;Marussa Boldrin;Exma. Senhora Deputada;MARUSSA CASSIA FAVARO BOLDRIN VAZ
Marx Beltrão;PP;AL;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;722;Brasília - DF - CEP 70160-900;3215-5722;3215-2722;11;28;dep.marxbeltrao@camara.leg.br;Marx Beltrao;Exmo. Senhor Deputado;MARX BELTRÃO LIMA SIQUEIRA
Matheus Noronha;PL;CE;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;244;Brasília - DF - CEP 70160-900;3215-5244;3215-2244;09;10;dep.matheusnoronha@camara.leg.br;Matheus Noronha;Exmo. Senhor Deputado;MATHEUS SOARES NORONHA
Maurício Carvalho;UNIÃO;RO;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;508;Brasília - DF - CEP 70160-900;3215-5508;3215-2508;06;25;dep.mauriciocarvalho@camara.leg.br;Mauricio Carvalho;Exmo. Senhor Deputado;MAURICIO FONSECA RIBEIRO CARVALHO DE MORAES
Mauricio do Vôlei;PL;MG;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;539;Brasília - DF - CEP 70160-900;3215-5539;3215-2539;09;29;dep.mauriciodovolei@camara.leg.br;Mauricio do Volei;Exmo. Senhor Deputado;MAURICIO LUIZ DE SOUZA
Mauricio Marcon;PODE;RS;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;339;Brasília - DF - CEP 70160-900;3215-5339;3215-2339;01;24;dep.mauriciomarcon@camara.leg.br;Mauricio Marcon;Exmo. Senhor Deputado;MAURICIO BEDIN MARCON
Mauricio Neves;PP;SP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;712;Brasília - DF - CEP 70160-900;3215-5712;3215-2712;11;05;dep.mauricioneves@camara.leg.br;Mauricio Neves;Exmo. Senhor Deputado;MANOEL MAURICIO SILVA NEVES
Mauro Benevides Filho;PDT;CE;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;731;Brasília - DF - CEP 70160-900;3215-5731;3215-2731;03;09;dep.maurobenevidesfilho@camara.leg.br;Mauro Benevides Filho;Exmo. Senhor Deputado;CARLOS MAURO BENEVIDES FILHO
Max Lemos;PDT;RJ;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;429;Brasília - DF - CEP 70160-900;3215-5429;3215-2429;01;17;dep.maxlemos@camara.leg.br;Max Lemos;Exmo. Senhor Deputado;MAX RODRIGUES LEMOS 
Meire Serafim;UNIÃO;AC;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;202;Brasília - DF - CEP 70160-900;3215-5202;3215-2202;02;10;dep.meireserafim@camara.leg.br;Meire Serafim;Exma. Senhora Deputada;ROZIMEIRE RIBEIRO ANDRADE
Mendonça Filho;UNIÃO;PE;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;516;Brasília - DF - CEP 70160-900;3215-5516;3215-2516;07;12;dep.mendoncafilho@camara.leg.br;Mendonca Filho;Exmo. Senhor Deputado;JOSÉ MENDONÇA BEZERRA FILHO
Merlong Solano;PT;PI;E;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;624;Brasília - DF - CEP 70160-900;3215-5624;3215-2624;09;17;dep.merlongsolano@camara.leg.br;Merlong Solano;Exmo. Senhor Deputado;MERLONG SOLANO NOGUEIRA
Mersinho Lucena;PP;PB;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;425;Brasília - DF - CEP 70160-900;3215-5425;3215-2425;02;08;dep.mersinholucena@camara.leg.br;Mersinho Lucena;Exmo. Senhor Deputado;FRANCISCO EMERSON ASSIS DE LUCENA
Messias Donato;REPUBLICANOS;ES;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;417;Brasília - DF - CEP 70160-900;3215-5417;3215-2417;08;06;dep.messiasdonato@camara.leg.br;Messias Donato;Exmo. Senhor Deputado;Manoel Messias Donato Bezerra
Miguel Ângelo;PT;MG;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;343;Brasília - DF - CEP 70160-900;3215-5343;3215-2343;10;11;dep.miguelangelo@camara.leg.br;Miguel Angelo;Exmo. Senhor Deputado;MIGUEL ÂNGELO MONTEIRO ANDRADE
Miguel Lombardi;PL;SP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;835;Brasília - DF - CEP 70160-900;3215-5835;3215-2835;01;29;dep.miguellombardi@camara.leg.br;Miguel Lombardi;Exmo. Senhor Deputado;MIGUEL LOMBARDI
Misael Varella;PSD;MG;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;721;Brasília - DF - CEP 70160-900;3215-5721;3215-2721;11;27;dep.misaelvarella@camara.leg.br;Misael Varella;Exmo. Senhor Deputado;MISAEL ARTUR FERREIRA VARELLA
Moses Rodrigues;UNIÃO;CE;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;809;Brasília - DF - CEP 70160-900;3215-5809;3215-2809;06;06;dep.mosesrodrigues@camara.leg.br;Moses Rodrigues;Exmo. Senhor Deputado;MOSES HAENDEL MELO RODRIGUES
Murillo Gouvea;UNIÃO;RJ;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;631;Brasília - DF - CEP 70160-900;3215-5631;3215-2631;09;22;dep.murillogouvea@camara.leg.br;Murillo Gouvea;Exmo. Senhor Deputado;MURILLO GOUVEA RODRIGUES
Murilo Galdino;REPUBLICANOS;PB;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;815;Brasília - DF - CEP 70160-900;3215-5815;3215-2815;07;02;dep.murilogaldino@camara.leg.br;Murilo Galdino;Exmo. Senhor Deputado;CÁSSIO MURILO GALDINO DE ARAÚJO
Natália Bonavides;PT;RN;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;748;Brasília - DF - CEP 70160-900;3215-5748;3215-2748;06;15;dep.nataliabonavides@camara.leg.br;Natalia Bonavides;Exma. Senhora Deputada;NATÁLIA BASTOS BONAVIDES
Nelson Barbudo;PL;MT;E;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;739;Brasília - DF - CEP 70160-900;3215-5739;3215-2739;02;14;dep.nelsonbarbudo@camara.leg.br;Nelson Barbudo;Exmo. Senhor Deputado;NELSON NED PREVIDENTE
Nely Aquino;PODE;MG;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;943;Brasília - DF - CEP 70160-900;3215-5943;3215-2943;11;17;dep.nelyaquino@camara.leg.br;Nely Aquino;Exma. Senhora Deputada;NELI PEREIRA DE AQUINO
Neto Carletto;PP;BA;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;262;Brasília - DF - CEP 70160-900;3215-5262;3215-2262;05;28;dep.netocarletto@camara.leg.br;Neto Carletto;Exmo. Senhor Deputado;ORLANDO SULZ DE ALMEIDA NETO
Newton Cardoso Jr;MDB;MG;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;932;Brasília - DF - CEP 70160-900;3215-5932;3215-2932;11;11;dep.newtoncardosojr@camara.leg.br;Newton Cardoso Jr;Exmo. Senhor Deputado;NEWTON CARDOSO JUNIOR
Nicoletti;UNIÃO;RR;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;746;Brasília - DF - CEP 70160-900;3215-5746;3215-2746;07;21;dep.nicoletti@camara.leg.br;Nicoletti;Exmo. Senhor Deputado;ANTONIO CARLOS NICOLETTI
Nikolas Ferreira;PL;MG;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;743;Brasília - DF - CEP 70160-900;3215-5743;3215-2743;05;30;dep.nikolasferreira@camara.leg.br;Nikolas Ferreira;Exmo. Senhor Deputado;NIKOLAS FERREIRA DE OLIVEIRA
