"ano";"tipo_de_emenda";"autor_da_emenda";"numero_da_emenda";"localidade_do_gasto_regionalizacao";"funcao";"subfuncao";"programa_orcamentario";"acao_orcamentaria";"plano_orcamentario";"codigo_da_emenda";"valor_empenhado";"valor_liquidado";"valor_pago";"valor_restos_a_pagar_inscritos";"valor_restos_a_pagar_cancelados";"valor_restos_a_pagar_pagos";"x18";"autor_sanitized";"match_parlamentar";"nome_civil";"partido";"tipo"
2024;"Emenda Individual - Transferências Especiais";"ROBERTO DUARTE";"0019";"EPITACIOLÂNDIA - AC";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";202444630019;1700000;1700000;1700000;NA;0;0;NA;"ROBERTO DUARTE";"ROBERTO DUARTE";"ROBERTO DUARTE JUNIOR";"REPUBLICANOS";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"CHICO ALENCAR";"0008";"MÚLTIPLO";"Múltiplo";"Múltiplo";"MU - Múltiplo";"MU - Múltiplo";"PROMOCAO E DEFESA DOS DIREITOS HUMANOS PARA TODOS E REPARACAO DE VIOLACOES - DESPESAS DIVERSAS";202414680008;1700000;7e+05;7e+05;NA;0;0;NA;"CHICO ALENCAR";"CHICO ALENCAR";"FRANCISCO RODRIGUES DE ALENCAR FILHO";"PSOL";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"FLAVIO ARNS";"0001";"PARANÁ (UF)";"Segurança pública";"Policiamento";"5116 - SEGURANCA PUBLICA COM CIDADANIA";"21BM - DESENVOLVIMENTO DE POLITICAS DE SEGURANCA PUBLICA, PREVENCAO E ENFRENTAMENTO A CRIMINALIDADE";"DESENVOLVIMENTO DE POLITICAS DE SEGURANCA PUBLICA, PREVENCAO E ENFRENTAMENTO A CRIMINALIDADE - DESPESAS DIVERSAS";202420380001;1700000;0;0;NA;0;0;NA;"FLAVIO ARNS";"FLAVIO ARNS";NA;"PSB";"senador"
2024;"Emenda Individual - Transferências com Finalidade Definida";"JOAO DANIEL";"0010";"SERGIPE (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";202436910010;1700000;1e+06;1e+06;NA;0;0;NA;"JOAO DANIEL";"JOAO DANIEL";"JOAO SOMARIVA DANIEL";"PT";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"ICARO DE VALMIR";"0006";"MÚLTIPLO";"Saúde";"Atenção básica";"5119 - ATENCAO PRIMARIA A SAUDE";"8581 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE E SAUDE BUCAL";"ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE - DESPESAS DIVERSAS";202443910006;1701494;1693664;1693664;NA;0;0;NA;"ICARO VALMIR";"ICARO VALMIR";"ICARO BARBOSA COSTA";"PL";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"TABATA AMARAL";"0017";"SÃO PAULO (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"5811 - PROMOCAO DOS DIREITOS DAS PESSOAS COM DEFICIENCIA";"21G1 - PROMOCAO E DEFESA DOS DIREITOS DAS PESSOAS COM DEFICIENCIA";"PROMOCAO E DEFESA DOS DIREITOS DAS PESSOAS COM DEFICIENCIA - DESPESAS DIVERSAS";202441320017;1704796;1013453;1013453;NA;0;0;NA;"TABATA AMARAL";"TABATA AMARAL";"TABATA CLAUDIA AMARAL DE PONTES";"PSB";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"WILDER MORAIS";"0007";"Nacional";"Defesa nacional";"Normatização e fiscalização";"6112 - DEFESA NACIONAL";"21BY - FISCALIZACAO DA NAVEGACAO AQUAVIARIA";"FISCALIZACAO DA NAVEGACAO AQUAVIARIA - DESPESAS DIVERSAS";202429690007;1717856,06;58256,62;57900,62;NA;0;0;NA;"WILDER MORAIS";"WILDER MORAIS";NA;"PL";"senador"
2024;"Emenda Individual - Transferências com Finalidade Definida";"DR. VICTOR LINHALIS";"0008";"ESPÍRITO SANTO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS";202443620008;1717896;0;0;NA;0;0;NA;"VICTOR LINHALIS";"VICTOR LINHALIS";"VICTOR GAROZI LINHALIS";"PODE";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"DR. VICTOR LINHALIS";"0007";"VILA VELHA - ES";"Saúde";"Atenção básica";"5119 - ATENCAO PRIMARIA A SAUDE";"8581 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE E SAUDE BUCAL";"ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE - DESPESAS DIVERSAS";202443620007;1717897;1e+06;1e+06;NA;0;0;NA;"VICTOR LINHALIS";"VICTOR LINHALIS";"VICTOR GAROZI LINHALIS";"PODE";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"CHICO ALENCAR";"0001";"RIO DE JANEIRO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";202414680001;1725000;1725000;1725000;NA;0;0;NA;"CHICO ALENCAR";"CHICO ALENCAR";"FRANCISCO RODRIGUES DE ALENCAR FILHO";"PSOL";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"PASTOR HENRIQUE VIEIRA";"0001";"Nacional";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"5837 - PROMOCAO DA CIDADANIA, DEFESA DE DIREITOS HUMANOS E REPARACAO DE VIOLACOES";"21G5 - PROMOCAO E DEFESA DOS DIREITOS HUMANOS PARA TODOS E REPARACAO DE VIOLACOES";"PROMOCAO E DEFESA DOS DIREITOS HUMANOS PARA TODOS E REPARACAO DE VIOLACOES - DESPESAS DIVERSAS";202444420001;1725792;1725792;1400000;NA;0;0;NA;"HENRIQUE VIEIRA";"HENRIQUE VIEIRA";"HENRIQUE DOS SANTOS VIEIRA LIMA";"PSOL";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"REIMONT";"0016";"MÚLTIPLO";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"5837 - PROMOCAO DA CIDADANIA, DEFESA DE DIREITOS HUMANOS E REPARACAO DE VIOLACOES";"21G5 - PROMOCAO E DEFESA DOS DIREITOS HUMANOS PARA TODOS E REPARACAO DE VIOLACOES";"PROMOCAO E DEFESA DOS DIREITOS HUMANOS PARA TODOS E REPARACAO DE VIOLACOES - DESPESAS DIVERSAS";202444560016;1736363;0;0;NA;0;0;NA;"REIMONT";"REIMONT";"REIMONT LUIZ OTONI SANTA BARBARA";"PT";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"CHICO ALENCAR";"0022";"Nacional";"Saúde";"Difusão do conhecimento científico e tecnológico";"5121 - GESTAO, TRABALHO, EDUCACAO E TRANSFORMACAO DIGITAL NA SAUDE";"6179 - COMUNICACAO E INFORMACOES PARA A EDUCACAO EM SAUDE E EM CIENCIA E TECNOLOGIA";"COMUNICACAO E INFORMACOES PARA A EDUCACAO EM SAUDE E EM CIENCIA E TECNOLOGIA - DESPESAS DIVERSAS";202414680022;1740000;1344933,02;868000;NA;0;0;NA;"CHICO ALENCAR";"CHICO ALENCAR";"FRANCISCO RODRIGUES DE ALENCAR FILHO";"PSOL";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"BIA KICIS";"0001";"Nacional";"Educação";"Educação básica";"5111 - EDUCACAO BASICA DEMOCRATICA, COM QUALIDADE E EQUIDADE";"0E53 - AQUISICAO DE VEICULOS PARA O TRANSPORTE ESCOLAR DA EDUCACAO BASICA - CAMINHO DA ESCOLA";"AQUISICAO DE VEICULOS PARA O TRANSPORTE ESCOLAR DA EDUCACAO BASICA - CAMINHO DA ESCOLA - DESPESAS DIVERSAS";202439190001;1741830,44;0;0;NA;0;0;NA;"BIA KICIS";"BIA KICIS";"BEATRIZ KICIS TORRENTS DE SORDI";"PL";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"ISMAEL ALEXANDRINO";"0016";"MÚLTIPLO";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS";202443930016;1742663;919092;919092;NA;0;0;NA;"ISMAEL ALEXANDRINO";"ISMAEL ALEXANDRINO";"ISMAEL ALEXANDRINO JUNIOR";"PSD";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"DR. FREDERICO";"0016";"MÚLTIPLO";"Assistência social";"Assistência comunitária";"5131 - PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS) - DESPESAS DIVERSAS";202439600016;1746000;1746000;1746000;NA;0;0;NA;"FREDERICO";"FREDERICO";"FREDERICO DE CASTRO ESCALEIRA";"PRD";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"TADEU VENERI";"0013";"MÚLTIPLO";"Organização agrária";"Promoção da produção agropecuária";"1191 - AGRICULTURA FAMILIAR E AGROECOLOGIA";"210V - ESTRUTURACAO PRODUTIVA, PROMOCAO E FORTALECIMENTO DA AGRICULTURA FAMILIAR E DA AGROECOLOGIA";"ESTRUTURACAO PRODUTIVA, PROMOCAO E FORTALECIMENTO DA AGRICULTURA FAMILIAR E DA AGROECOLOGIA - DESPESAS DIVERSAS";202444820013;1746500;0;0;NA;0;0;NA;"TADEU VENERI";"TADEU VENERI";"ANTONIO TADEU VENERI";"PT";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"SAMIA BOMFIM";"0019";"SÃO PAULO (UF)";"Trabalho";"Fomento ao trabalho";"4006 - ECONOMIA POPULAR E SOLIDARIA SUSTENTAVEIS";"215F - FOMENTO E FORTALECIMENTO DA ECONOMIA SOLIDARIA, ASSOCIATIVISMO E COOPERATIVISMO";"FOMENTO E FORTALECIMENTO DA ECONOMIA SOLIDARIA, ASSOCIATIVISMO E COOPERATIVISMO";202441300019;1750000;1749724,3;1749724,3;NA;0;0;NA;"SAMIA BOMFIM";"SAMIA BOMFIM";"SAMIA DE SOUZA BOMFIM";"PSOL";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"CORONEL ASSIS";"0006";"MATO GROSSO (UF)";"Cultura";"Difusão cultural";"5125 - DIREITO A CULTURA";"20ZF - PROMOCAO E FOMENTO A CULTURA BRASILEIRA";"PROMOCAO E FOMENTO A CULTURA BRASILEIRA";202443260006;1750000;0;0;NA;0;0;NA;"ASSIS";"ASSIS";"JONILDO JOSÉ DE ASSIS";"UNIÃO";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"DELEGADA ADRIANA ACCORSI";"0006";"MÚLTIPLO";"Assistência social";"Assistência comunitária";"5131 - PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS) - DESPESAS DIVERSAS";202443420006;1750000;1200000;1200000;NA;0;0;NA;"ADRIANA ACCORSI";"ADRIANA ACCORSI";"ADRIANA SAUTHIER ACCORSI";"PT";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"DIMAS FABIANO";"0006";"MINAS GERAIS (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS";202427550006;1751547;0;0;NA;0;0;NA;"DIMAS FABIANO";"DIMAS FABIANO";"DIMAS FABIANO TOLEDO JÚNIOR";"PP";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"PAULO ALEXANDRE BARBOSA";"0003";"MÚLTIPLO";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";202444440003;1755110;1300000;1300000;NA;0;0;NA;"PAULO ALEXANDRE BARBOSA";"PAULO ALEXANDRE BARBOSA";"PAULO ALEXANDRE PEREIRA BARBOSA";"PSDB";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"ROGERIO MARINHO";"0018";"MÚLTIPLO";"Assistência social";"Assistência comunitária";"5131 - PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS) - DESPESAS DIVERSAS";202442760018;1767425;1767425;1767425;NA;0;0;NA;"ROGERIO MARINHO";"ROGERIO MARINHO";NA;"PL";"senador"
2024;"Emenda Individual - Transferências com Finalidade Definida";"DILCEU SPERAFICO";"0005";"MÚLTIPLO";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS";202431760005;1767793;149502;149502;NA;0;0;NA;"DILCEU SPERAFICO";"DILCEU SPERAFICO";"DILCEU JOÃO SPERAFICO";"PP";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"ANTONIO ANDRADE";"0007";"PORTO NACIONAL - TO";"Saúde";"Atenção básica";"5119 - ATENCAO PRIMARIA A SAUDE";"2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";202443050007;1781644;1781644;1781644;NA;0;0;NA;"ANTONIO ANDRADE";"ANTONIO ANDRADE";"ANTONIO POINCARE ANDRADE FILHO";"REPUBLICANOS";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"GIACOBO";"0010";"MÚLTIPLO";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";202419680010;1785794;1785794;1785794;NA;0;0;NA;"GIACOBO";"GIACOBO";"FERNANDO LÚCIO GIACOBO";"PL";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"TABATA AMARAL";"0001";"MÚLTIPLO";"Saúde";"Atenção básica";"5119 - ATENCAO PRIMARIA A SAUDE";"2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";202441320001;1790702;8e+05;8e+05;NA;0;0;NA;"TABATA AMARAL";"TABATA AMARAL";"TABATA CLAUDIA AMARAL DE PONTES";"PSB";"deputado"
2024;"Emenda Individual - Transferências Especiais";"RODOLFO NOGUEIRA";"0013";"MATO GROSSO DO SUL (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";202444660013;1798000;1798000;1798000;NA;0;0;NA;"RODOLFO NOGUEIRA";"RODOLFO NOGUEIRA";"RODOLFO OLIVEIRA NOGUEIRA";"PL";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"CARLOS PORTINHO";"0003";"MÚLTIPLO";"Saúde";"Atenção básica";"5119 - ATENCAO PRIMARIA A SAUDE";"8581 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE E SAUDE BUCAL";"ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE - DESPESAS DIVERSAS";202442100003;1799898;999968;999968;NA;0;0;NA;"CARLOS PORTINHO";"CARLOS PORTINHO";NA;"PL";"senador"
2024;"Emenda Individual - Transferências com Finalidade Definida";"RICARDO AYRES";"0008";"TOCANTINS (UF)";"Defesa nacional";"Assistência comunitária";"6111 - COOPERACAO DA DEFESA PARA O DESENVOLVIMENTO NACIONAL";"1211 - IMPLEMENTACAO DE INFRAESTRUTURA BASICA NOS MUNICIPIOS DA REGIAO DO CALHA NORTE";"IMPLEMENTACAO DE INFRAESTRUTURA BASICA NOS MUNICIPIOS DA REGIAO DO CALHA NORTE - DESPESAS DIVERSAS";202444590008;1799968;0;0;NA;0;0;NA;"RICARDO AYRES";"RICARDO AYRES";"RICARDO AYRES DE CARVALHO";"REPUBLICANOS";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"ORIOVISTO GUIMARAES";"0012";"PARANÁ (UF)";"Segurança pública";"Policiamento";"5116 - SEGURANCA PUBLICA COM CIDADANIA";"21BM - DESENVOLVIMENTO DE POLITICAS DE SEGURANCA PUBLICA, PREVENCAO E ENFRENTAMENTO A CRIMINALIDADE";"DESENVOLVIMENTO DE POLITICAS DE SEGURANCA PUBLICA, PREVENCAO E ENFRENTAMENTO A CRIMINALIDADE - DESPESAS DIVERSAS";202440890012;1799969,72;0;0;NA;0;0;NA;"ORIOVISTO GUIMARAES";"ORIOVISTO GUIMARAES";NA;"PODEMOS";"senador"
2024;"Emenda Individual - Transferências com Finalidade Definida";"JULIO LOPES";"0002";"RIO DE JANEIRO (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS";202415040002;1800000;0;0;NA;0;0;NA;"JULIO LOPES";"JULIO LOPES";"JULIO LUIZ BAPTISTA LOPES";"PP";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"ALEXANDRE LINDENMEYER";"0018";"RIO GRANDE DO SUL (UF)";"Defesa nacional";"Defesa naval";"6112 - DEFESA NACIONAL";"219D - ADEQUACAO DE ATIVOS DE INFRAESTRUTURA DAS ORGANIZACOES MILITARES";"ADEQUACAO DE ATIVOS DE INFRAESTRUTURA DAS ORGANIZACOES MILITARES - DESPESAS DIVERSAS";202442950018;1800000;823378,65;823378,65;NA;0;0;NA;"ALEXANDRE LINDENMEYER";"ALEXANDRE LINDENMEYER";"ALEXANDRE DUARTE LINDENMEYER";"PT";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"NATALIA BONAVIDES";"0009";"RIO GRANDE DO NORTE (UF)";"Ciência e Tecnologia";"Desenvolvimento tecnológico e engenharia";"2324 - INOVACAO NAS EMPRESAS PARA UMA NOVA INDUSTRIALIZACAO";"20V6 - FOMENTO AO DESENVOLVIMENTO TECNOLOGICO E A INOVACAO NAS EMPRESAS E NAS CADEIAS PRODUTIVAS";"FOMENTO AO DESENVOLVIMENTO TECNOLOGICO E A INOVACAO NAS EMPRESAS E NAS CADEIAS PRODUTIVAS - DESPESAS DIVERSAS";202441630009;1800000;1666115,71;1643801,65;NA;0;0;NA;"NATALIA BONAVIDES";"NATALIA BONAVIDES";"NATÁLIA BASTOS BONAVIDES";"PT";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"JOAO DANIEL";"0009";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";202436910009;1800000;0;0;NA;0;0;NA;"JOAO DANIEL";"JOAO DANIEL";"JOAO SOMARIVA DANIEL";"PT";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"FABIANO CONTARATO";"0021";"MÚLTIPLO";"Urbanismo";"infra-estrutura urbana";"2319 - MOBILIDADE URBANA";"00T1 - APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO VOLTADO A IMPLANTACAO E QUALIFICACAO VIARIA";"APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO VOLTADO A IMPLANTACAO E QUALIFICACAO VIARIA - DESPESAS DIVERSAS";202441800021;1800000;0;0;NA;0;0;NA;"FABIANO CONTARATO";"FABIANO CONTARATO";NA;"PT";"senador"
2024;"Emenda Individual - Transferências com Finalidade Definida";"DAIANA SANTOS";"0004";"RIO GRANDE DO SUL (UF)";"Assistência social";"Alimentação e nutrição";"5133 - SEGURANCA ALIMENTAR E NUTRICIONAL E COMBATE A FOME";"2798 - AQUISICAO E DISTRIBUICAO DE ALIMENTOS DA AGRICULTURA FAMILIAR PARA PROMOCAO DA SEGURANCA ALIMENTAR E NUTRICIONAL";"AQUISICAO E DISTRIBUICAO DE ALIMENTOS DA AGRICULTURA FAMILIAR PARA PROMOCAO DA SEGURANCA ALIMENTAR E NUTRICIONAL - DESPESAS DIVERSAS";202443320004;1800000;1800000;1800000;NA;0;0;NA;"DAIANA SANTOS";"DAIANA SANTOS";"DAIANA SILVA DOS SANTOS";"PCdoB";"deputado"
2024;"Emenda Individual - Transferências Especiais";"MURILLO GOUVEA";"0001";"SÃO JOÃO DA BARRA - RJ";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";202444350001;1800000;1800000;1800000;NA;0;0;NA;"MURILLO GOUVEA";"MURILLO GOUVEA";"MURILLO GOUVEA RODRIGUES";"UNIÃO";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"JEFFERSON CAMPOS";"0006";"EMBU - SP";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";202415810006;1800000;1800000;1800000;NA;0;0;NA;"JEFFERSON CAMPOS";"JEFFERSON CAMPOS";"JEFFERSON ALVES DE CAMPOS";"PL";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"DOUTOR LUIZINHO";"0011";"MÚLTIPLO";"Assistência social";"Assistência comunitária";"5131 - PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS) - DESPESAS DIVERSAS";202439630011;1800000;1800000;1800000;NA;0;0;NA;"LUIZINHO";"LUIZINHO";"LUIZ ANTONIO DE SOUZA TEIXEIRA JÚNIOR";"PP";"deputado"
2024;"Emenda Individual - Transferências Especiais";"DELEGADA ADRIANA ACCORSI";"0012";"APARECIDA DE GOIÂNIA - GO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";202443420012;1800000;1800000;1800000;NA;0;0;NA;"ADRIANA ACCORSI";"ADRIANA ACCORSI";"ADRIANA SAUTHIER ACCORSI";"PT";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"PEDRO UCZAI";"0001";"Nacional";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"1149 - RECONSTRUCAO, AMPLIACAO E APROFUNDAMENTO DA PARTICIPACAO SOCIAL E DA DEMOCRACIA";"2E24 - GESTAO E FOMENTO DA PARTICIPACAO E DO DIALOGO SOCIAL";"GESTAO E FOMENTO DA PARTICIPACAO E DO DIALOGO SOCIAL";202428550001;1800000;975000;975000;NA;0;0;NA;"PEDRO UCZAI";"PEDRO UCZAI";"PEDRO FRANCISCO UCZAI";"PT";"deputado"
